Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Zip_Code,Mean,Median,Cost,Cost_Per_Unit,Profit_Per_Unit,Profit_Margin
CA-2015-109470,12/31/2015,1/3/2016,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,South,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,76.3,5,0.0,38.15,42420,45524.0,30487.0,38.15,7.63,7.63,0.5
CA-2015-109470,12/31/2015,1/3/2016,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,364.8,12,0.0,167.808,42420,45524.0,30487.0,196.99200000000002,16.416,13.984,0.45999999999999996
CA-2017-101042,11/19/2017,11/23/2017,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Henderson,Kentucky,South,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,6,0.0,213.6888,42420,45524.0,30487.0,608.1912,101.3652,35.614799999999995,0.26
CA-2017-101042,11/19/2017,11/23/2017,Standard Class,AB-10105,Adrian Barton,Consumer,United States,Henderson,Kentucky,South,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,21.96,2,0.0,10.7604,42420,45524.0,30487.0,11.1996,5.5998,5.3802,0.49
US-2017-159205,3/31/2017,4/2/2017,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Henderson,Kentucky,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,61.0,5,0.0,25.62,42420,45524.0,30487.0,35.379999999999995,7.075999999999999,5.1240000000000006,0.42000000000000004
US-2017-159205,3/31/2017,4/2/2017,Second Class,DB-12910,Daniel Byrd,Home Office,United States,Henderson,Kentucky,South,TEC-PH-10000526,Technology,Phones,Vtech CS6719,671.93,7,0.0,188.1404,42420,45524.0,30487.0,483.78959999999995,69.1128,26.8772,0.28
CA-2014-158771,5/9/2014,5/9/2014,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,South,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,83.25,3,0.0,14.985,42420,45524.0,30487.0,68.265,22.755,4.995,0.18
CA-2014-158771,5/9/2014,5/9/2014,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,South,OFF-LA-10001641,Office Supplies,Labels,Avery 518,9.45,3,0.0,4.536,42420,45524.0,30487.0,4.914,1.638,1.5119999999999998,0.48
CA-2014-158771,5/9/2014,5/9/2014,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,South,OFF-LA-10003121,Office Supplies,Labels,Avery 506,20.65,5,0.0,9.499,42420,45524.0,30487.0,11.150999999999998,2.2301999999999995,1.8998000000000002,0.4600000000000001
CA-2014-158771,5/9/2014,5/9/2014,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,South,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),45.36,7,0.0,21.7728,42420,45524.0,30487.0,23.5872,3.3695999999999997,3.1104,0.48
CA-2015-140830,11/30/2015,12/2/2015,Second Class,PS-18970,Paul Stevenson,Home Office,United States,Henderson,Kentucky,South,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2,0.0,8.2156,42420,45524.0,30487.0,9.2644,4.6322,4.1078,0.47000000000000003
CA-2015-140830,11/30/2015,12/2/2015,Second Class,PS-18970,Paul Stevenson,Home Office,United States,Henderson,Kentucky,South,OFF-EN-10002831,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",71.88,2,0.0,32.346,42420,45524.0,30487.0,39.534,19.767,16.173,0.44999999999999996
CA-2016-168893,11/3/2016,11/8/2016,Second Class,AP-10915,Arthur Prichep,Consumer,United States,Henderson,Kentucky,South,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,20.0,4,0.0,9.6,42420,45524.0,30487.0,10.4,2.6,2.4,0.48
CA-2016-168893,11/3/2016,11/8/2016,Second Class,AP-10915,Arthur Prichep,Consumer,United States,Henderson,Kentucky,South,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,7.98,3,0.0,2.0748,42420,45524.0,30487.0,5.905200000000001,1.9684000000000001,0.6916000000000001,0.26
CA-2016-168893,11/3/2016,11/8/2016,Second Class,AP-10915,Arthur Prichep,Consumer,United States,Henderson,Kentucky,South,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,24.1,5,0.0,9.158,42420,45524.0,30487.0,14.942000000000002,2.9884000000000004,1.8316,0.37999999999999995
CA-2016-168893,11/3/2016,11/8/2016,Second Class,AP-10915,Arthur Prichep,Consumer,United States,Henderson,Kentucky,South,OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,8.75,1,0.0,2.625,42420,45524.0,30487.0,6.125,6.125,2.625,0.3
CA-2016-168893,11/3/2016,11/8/2016,Second Class,AP-10915,Arthur Prichep,Consumer,United States,Henderson,Kentucky,South,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,842.94,3,0.0,160.1586,42420,45524.0,30487.0,682.7814000000001,227.59380000000002,53.3862,0.19
CA-2017-154123,11/20/2017,11/25/2017,Standard Class,SC-20050,Sample Company A,Home Office,United States,Henderson,Kentucky,South,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,27.58,2,0.0,11.5836,42420,45524.0,30487.0,15.996399999999998,7.998199999999999,5.7918,0.42000000000000004
CA-2017-143567,11/2/2017,11/5/2017,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,South,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,5.32,2,0.0,2.6068,42420,45524.0,30487.0,2.7132000000000005,1.3566000000000003,1.3034,0.48999999999999994
CA-2017-143567,11/2/2017,11/5/2017,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,South,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",975.92,4,0.0,292.776,42420,45524.0,30487.0,683.144,170.786,73.194,0.30000000000000004
CA-2017-143567,11/2/2017,11/5/2017,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,South,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,2249.91,9,0.0,517.4793,42420,45524.0,30487.0,1732.4307,192.4923,57.497699999999995,0.23
CA-2017-143567,11/2/2017,11/5/2017,Second Class,TB-21175,Thomas Boland,Corporate,United States,Henderson,Kentucky,South,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,59.92,4,0.0,16.7776,42420,45524.0,30487.0,43.1424,10.7856,4.1944,0.27999999999999997
CA-2015-119480,1/9/2015,1/13/2015,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Henderson,Kentucky,South,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,106.32,3,0.0,49.9704,42420,45524.0,30487.0,56.349599999999995,18.783199999999997,16.6568,0.47000000000000003
CA-2015-119480,1/9/2015,1/13/2015,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Henderson,Kentucky,South,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,163.44,3,0.0,45.7632,42420,45524.0,30487.0,117.6768,39.2256,15.254399999999999,0.27999999999999997
CA-2015-119480,1/9/2015,1/13/2015,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Henderson,Kentucky,South,OFF-AR-10004691,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,42.76,2,0.0,11.1176,42420,45524.0,30487.0,31.6424,15.8212,5.5588,0.26
CA-2015-119480,1/9/2015,1/13/2015,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Henderson,Kentucky,South,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",51.55,5,0.0,24.2285,42420,45524.0,30487.0,27.321499999999997,5.4643,4.8457,0.47000000000000003
CA-2014-167199,1/6/2014,1/10/2014,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,South,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,2573.82,9,0.0,746.4078,42420,45524.0,30487.0,1827.4122000000002,203.0458,82.93419999999999,0.29
CA-2014-167199,1/6/2014,1/10/2014,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,South,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,609.98,2,0.0,274.491,42420,45524.0,30487.0,335.48900000000003,167.74450000000002,137.2455,0.44999999999999996
CA-2014-167199,1/6/2014,1/10/2014,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,South,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,5.48,2,0.0,1.4796,42420,45524.0,30487.0,4.000400000000001,2.0002000000000004,0.7398,0.26999999999999996
CA-2014-167199,1/6/2014,1/10/2014,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,South,TEC-PH-10004977,Technology,Phones,GE 30524EE4,391.98,2,0.0,113.6742,42420,45524.0,30487.0,278.30580000000003,139.15290000000002,56.8371,0.29
CA-2014-167199,1/6/2014,1/10/2014,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,South,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,755.96,4,0.0,204.1092,42420,45524.0,30487.0,551.8508,137.9627,51.0273,0.26999999999999996
CA-2014-167199,1/6/2014,1/10/2014,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,South,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",31.12,4,0.0,0.3112,42420,45524.0,30487.0,30.8088,7.7022,0.0778,0.009999999999999998
CA-2014-167199,1/6/2014,1/10/2014,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,South,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,6.54,1,0.0,3.0084,42420,45524.0,30487.0,3.5316,3.5316,3.0084,0.45999999999999996
CA-2014-129819,12/13/2014,12/15/2014,Second Class,KC-16675,Kimberly Carter,Corporate,United States,Henderson,Kentucky,South,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",12.39,3,0.0,5.8233,42420,45524.0,30487.0,6.566700000000001,2.1889000000000003,1.9410999999999998,0.47
CA-2014-136336,4/21/2014,4/26/2014,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Henderson,Kentucky,South,OFF-ST-10002574,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",828.84,6,0.0,0.0,42420,45524.0,30487.0,828.84,138.14000000000001,0.0,0.0
CA-2016-108105,2/16/2016,2/23/2016,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Henderson,Kentucky,South,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,318.08,4,0.0,34.9888,42420,45524.0,30487.0,283.09119999999996,70.77279999999999,8.7472,0.11
CA-2016-108105,2/16/2016,2/23/2016,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Henderson,Kentucky,South,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,5.8,1,0.0,2.61,42420,45524.0,30487.0,3.19,3.19,2.61,0.45
CA-2017-146983,9/2/2017,9/6/2017,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Henderson,Kentucky,South,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,1577.94,3,0.0,757.4112,42420,45524.0,30487.0,820.5288,273.50960000000003,252.4704,0.48
CA-2016-138688,6/12/2016,6/16/2016,Second Class,DV-13045,Darrin Van Huff,Corporate,United States,Los Angeles,California,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,14.62,2,0.0,6.8714,90036,99339.6,112068.0,7.748599999999999,3.8742999999999994,3.4357,0.47000000000000003
CA-2016-109806,9/17/2016,9/22/2016,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,West,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1,3,0.0,6.633,90036,99339.6,112068.0,13.467000000000002,4.489000000000001,2.211,0.32999999999999996
CA-2016-109806,9/17/2016,9/22/2016,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,West,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,73.584,2,0.2,8.2782,90036,99339.6,112068.0,65.3058,32.6529,4.1391,0.11249999999999999
CA-2016-109806,9/17/2016,9/22/2016,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,West,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,6.48,1,0.0,3.1104,90036,99339.6,112068.0,3.3696000000000006,3.3696000000000006,3.1104,0.4799999999999999
CA-2015-102848,11/7/2015,11/9/2015,Second Class,KB-16240,Karen Bern,Corporate,United States,Los Angeles,California,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,190.72,1,0.2,11.92,90036,99339.6,112068.0,178.8,178.8,11.92,0.0625
CA-2015-131534,3/28/2015,4/2/2015,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,West,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,1,0.0,24.936,90036,99339.6,112068.0,141.304,141.304,24.936,0.15
CA-2015-131534,3/28/2015,4/2/2015,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,West,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,33.4,5,0.0,16.032,90036,99339.6,112068.0,17.368,3.4736,3.2064,0.48000000000000004
CA-2015-135272,12/7/2015,12/12/2015,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Los Angeles,California,West,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,79.92,4,0.0,28.7712,90036,99339.6,112068.0,51.1488,12.7872,7.1928,0.36
CA-2016-161669,11/7/2016,11/9/2016,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,West,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,37.44,4,0.2,11.7,90036,99339.6,112068.0,25.74,6.435,2.925,0.3125
CA-2016-161669,11/7/2016,11/9/2016,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,West,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.976,4,0.2,8.7672,90036,99339.6,112068.0,18.208799999999997,4.552199999999999,2.1918,0.32500000000000007
CA-2016-161669,11/7/2016,11/9/2016,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,West,OFF-SU-10002503,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,11.36,2,0.0,3.2944,90036,99339.6,112068.0,8.0656,4.0328,1.6472,0.29000000000000004
CA-2016-161669,11/7/2016,11/9/2016,First Class,EM-14095,Eudokia Martin,Corporate,United States,Los Angeles,California,West,OFF-LA-10004093,Office Supplies,Labels,Avery 486,14.62,2,0.0,6.8714,90036,99339.6,112068.0,7.748599999999999,3.8742999999999994,3.4357,0.47000000000000003
CA-2015-133025,9/17/2015,9/19/2015,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Los Angeles,California,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,32.4,5,0.0,15.552,90036,99339.6,112068.0,16.848,3.3695999999999997,3.1104,0.48
CA-2017-117212,2/26/2017,2/28/2017,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,West,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,81.92,4,0.0,22.1184,90036,99339.6,112068.0,59.8016,14.9504,5.5296,0.27
CA-2017-117212,2/26/2017,2/28/2017,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,West,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,889.536,8,0.2,66.7152,90036,99339.6,112068.0,822.8208,102.8526,8.3394,0.075
CA-2017-117212,2/26/2017,2/28/2017,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,892.224,3,0.2,89.2224,90036,99339.6,112068.0,803.0016,267.66720000000004,29.740799999999997,0.09999999999999999
CA-2017-117212,2/26/2017,2/28/2017,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,223.92,4,0.0,109.7208,90036,99339.6,112068.0,114.19919999999999,28.549799999999998,27.4302,0.49
CA-2017-117212,2/26/2017,2/28/2017,Second Class,BT-11530,Bradley Talbott,Home Office,United States,Los Angeles,California,West,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924,23.12,4,0.0,11.3288,90036,99339.6,112068.0,11.791200000000002,2.9478000000000004,2.8322,0.48999999999999994
CA-2014-110184,7/12/2014,7/16/2014,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,West,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,249.75,9,0.0,44.955,90036,99339.6,112068.0,204.79500000000002,22.755000000000003,4.995,0.18
CA-2014-110184,7/12/2014,7/16/2014,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,West,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,255.936,8,0.2,28.7928,90036,99339.6,112068.0,227.1432,28.3929,3.5991,0.11249999999999999
CA-2017-103611,9/12/2017,9/15/2017,First Class,JM-15535,Jessica Myrick,Consumer,United States,Los Angeles,California,West,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",8.36,2,0.0,3.0096,90036,99339.6,112068.0,5.3504,2.6752,1.5048,0.36
CA-2015-125423,12/13/2015,12/15/2015,Second Class,MC-17575,Matt Collins,Consumer,United States,Los Angeles,California,West,OFF-LA-10001771,Office Supplies,Labels,Avery 513,9.96,2,0.0,4.5816,90036,99339.6,112068.0,5.378400000000001,2.6892000000000005,2.2908,0.45999999999999996
CA-2014-157882,10/3/2014,10/8/2014,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,West,FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,143.432,1,0.2,3.5858,90036,99339.6,112068.0,139.84619999999998,139.84619999999998,3.5858,0.025
CA-2014-157882,10/3/2014,10/8/2014,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3,0.2,13.7646,90036,99339.6,112068.0,108.5874,36.1958,4.5882,0.11249999999999999
CA-2015-142041,6/7/2015,6/9/2015,Second Class,EM-13810,Eleni McCrary,Corporate,United States,Los Angeles,California,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,7.52,5,0.2,2.632,90036,99339.6,112068.0,4.888,0.9776,0.5264,0.35000000000000003
CA-2017-102750,9/4/2017,9/8/2017,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Los Angeles,California,West,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.352,3,0.2,-99.1764,90036,99339.6,112068.0,1421.5284000000001,473.84280000000007,-33.0588,-0.075
CA-2015-149972,9/21/2015,9/23/2015,First Class,CD-12790,Cynthia Delaney,Home Office,United States,Los Angeles,California,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,601.536,4,0.2,0.0,90036,99339.6,112068.0,601.536,150.384,0.0,0.0
CA-2015-149972,9/21/2015,9/23/2015,First Class,CD-12790,Cynthia Delaney,Home Office,United States,Los Angeles,California,West,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,7.9,2,0.0,2.528,90036,99339.6,112068.0,5.372,2.686,1.264,0.32
CA-2017-110842,11/11/2017,11/16/2017,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,10.89,1,0.0,2.8314,90036,99339.6,112068.0,8.0586,8.0586,2.8314,0.25999999999999995
CA-2017-110842,11/11/2017,11/16/2017,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,West,OFF-PA-10000520,Office Supplies,Paper,Xerox 201,19.44,3,0.0,9.3312,90036,99339.6,112068.0,10.1088,3.3696,3.1104000000000003,0.48000000000000004
CA-2017-110842,11/11/2017,11/16/2017,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,Los Angeles,California,West,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.6,5,0.2,39.52,90036,99339.6,112068.0,82.07999999999998,16.415999999999997,7.904000000000001,0.32500000000000007
CA-2017-135167,6/15/2017,6/20/2017,Standard Class,SC-20800,Stuart Calhoun,Consumer,United States,Los Angeles,California,West,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.26,1,0.0,1.7466,90036,99339.6,112068.0,2.5134,2.5134,1.7466,0.41000000000000003
CA-2016-107328,8/8/2016,8/15/2016,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,Los Angeles,California,West,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",513.024,2,0.2,12.8256,90036,99339.6,112068.0,500.1984,250.0992,6.4128,0.024999999999999998
CA-2016-107328,8/8/2016,8/15/2016,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,Los Angeles,California,West,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,487.92,6,0.0,136.6176,90036,99339.6,112068.0,351.30240000000003,58.5504,22.7696,0.28
CA-2016-107328,8/8/2016,8/15/2016,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,Los Angeles,California,West,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,15.24,5,0.2,5.334,90036,99339.6,112068.0,9.906,1.9812,1.0668,0.35
CA-2014-120838,3/23/2014,3/26/2014,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Los Angeles,California,West,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,330.4,2,0.0,85.904,90036,99339.6,112068.0,244.49599999999998,122.24799999999999,42.952,0.26
CA-2014-120838,3/23/2014,3/26/2014,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Los Angeles,California,West,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,604.752,6,0.2,37.797,90036,99339.6,112068.0,566.9549999999999,94.49249999999999,6.299499999999999,0.0625
US-2016-163881,11/24/2016,11/30/2016,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,West,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9,2,0.0,217.767,90036,99339.6,112068.0,442.133,221.0665,108.8835,0.33
US-2016-163881,11/24/2016,11/30/2016,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,1684.752,6,0.2,210.594,90036,99339.6,112068.0,1474.158,245.69299999999998,35.099,0.125
